"","x","y"
"1",2.4311981536448,158.444159247362
"2",2.53176643699408,159.287605843394
"3",2.13481580652297,140.457315832721
"4",7.08993521519005,165.903350512638
"5",1.57354708388448,131.536246455301
"6",1.43001511320472,122.875920934457
"7",6.88071565143764,161.514288191011
"8",1.3761082328856,109.388810759306
"9",1.35079770348966,115.966713254611
"10",4.75012711621821,192.927194394636
"11",1.9970919676125,142.399832460109
"12",1.25760467536747,98.6541044071308
"13",1.29446543380618,117.973452037059
"14",0.316958662122488,36.6236839648725
"15",0.817876050248742,64.5218404934249
"16",7.53539847768843,151.07698139266
"17",3.93027931265533,191.810428587767
"18",5.47798425331712,193.412505068374
"19",5.6869816314429,199.842272506445
"20",4.9718526955694,187.604360671131
"21",3.10164446383715,182.244402027741
"22",3.56373254023492,183.973525657632
"23",6.7229986526072,154.214581408173
"24",2.94509151391685,177.331578843414
"25",2.71058706566691,186.455154019876
"26",5.84058097749949,176.216939629523
"27",4.61486348696053,192.754367048099
"28",2.62981690838933,172.192580199932
"29",1.77690356038511,141.101483360253
"30",4.81340924836695,194.043138594662
"31",7.57745958678424,166.843476223586
"32",0.617941603064537,57.7782746060326
"33",6.02514494396746,179.981295486418
"34",1.7117293253541,130.437441436114
"35",7.82700770907104,162.195320487456
"36",7.21709893457592,162.145537893263
"37",2.169573135674,155.994670479268
"38",1.61922001466155,125.763236001764
"39",6.13213822059333,181.023034349097
"40",1.56988671422005,116.928958310757
"41",0.852994291111827,72.5033639140245
"42",1.38458129577339,110.403987725262
"43",3.70318176969886,205.151127527686
"44",1.37439547665417,109.898202192953
"45",7.12374947033823,175.28472533933
"46",4.3523210696876,192.931293677814
"47",5.23979786410928,185.933871856929
"48",2.07019121572375,152.079589853254
"49",5.23001410625875,185.961804160176
"50",7.25294443406165,159.305297442113
"51",7.50202437490225,159.856623435161
"52",7.23930792510509,184.556929337559
"53",0.799691222608089,80.9313131474134
"54",0.623036501929164,52.6947670344931
"55",0.124898917973042,17.766952693072
"56",5.72608730755746,168.604313357509
"57",5.76191100105643,182.205981883022
"58",7.21085871011019,166.750093461222
"59",4.64811081625521,182.444933354522
"60",5.00514516048133,190.625411536896
"61",1.07268712483346,101.254357070164
"62",0.427993256598711,46.479466198808
"63",3.5192798692733,181.386233156266
"64",5.39150922000408,189.142007737039
"65",7.55253535509109,171.510055425307
"66",1.59521364606917,124.450883317087
"67",0.734421279281378,76.8824969115696
"68",3.37669905461371,200.312563969616
"69",7.40703619644046,167.479329575755
"70",4.80268804170191,171.261484693995
"71",6.75931183248758,178.562520735604
"72",2.70927935838699,182.166132786137
"73",7.89611757360399,160.591927076057
"74",7.16905006766319,164.319309014247
"75",7.51101010851562,163.815144285936
"76",4.00486028566957,195.487866396658
"77",2.37362401001155,166.429667790282
"78",0.296478720381856,34.1765491521769
"79",0.985099516808987,104.672131137101
"80",0.859186578541994,84.0157079055461
