"x","y"
7.58014057995752,19.1157526917004
0.764851074200124,6.59308504182434
3.1520339474082,9.69178940484987
9.49644036823884,23.0276890624184
8.59758003847674,20.228316833135
0.0434195040725172,3.61615866706619
1.55820943647996,5.65431422903927
8.08509528869763,22.033652087444
2.46549436356872,9.44720820300546
4.59128513233736,10.0931668651762
2.51953059574589,8.74817790230164
3.19413141813129,9.73246217725372
9.89583236863837,23.676907467394
1.2710650684312,5.42630493776642
5.52097248844802,14.6055492548332
5.39678008062765,12.2439801801092
6.79997766157612,16.6268225945522
8.72599438764155,21.0342497541628
0.412842512596399,5.22760267042063
0.890469730366021,7.65000508481895
2.72672573337331,6.62352805904564
6.15560801001266,17.512111594617
2.32616900000721,7.96345503541855
8.96665127482265,21.2307974522352
8.60710981069133,21.807608909051
9.11231216276065,23.7770492220303
0.354619168210775,3.13134953562825
4.66390435118228,11.6902836726288
2.82650104723871,10.4354705091687
6.03526110295206,18.635901453063
7.1781395887956,21.3811819059092
9.46242574369535,23.2767438852981
2.67069617519155,9.89307787099041
5.17489654012024,12.1292199592445
6.37816750444472,17.257373024272
0.559289217926562,7.17967267850879
3.1219627847895,8.82268633928563
1.16514793364331,3.5827161457903
1.24653721693903,6.47816695669792
7.25793610559776,18.8352345649978
0.304699202533811,5.12458389168133
3.43016060069203,10.8567505438702
8.90981401782483,23.4421691112424
4.70253161620349,13.2264231357945
7.72289958316833,18.3953403437388
1.24911794671789,3.55817474696102
9.42764806794003,25.4833041192859
7.37231392646208,17.5373269640204
9.38110155286267,21.8912510632282
5.17997744493186,11.3119653601418
4.67694327700883,12.3610963369233
8.59141116030514,23.4817957525968
1.59038154873997,6.28791000754835
0.790386549197137,5.23817926524893
3.51100775878876,11.3410626615987
8.21633965708315,19.1663828237242
2.50675174640492,10.0930978190631
5.99936613347381,18.4351761272191
9.50881869532168,21.1030487255736
6.55452327337116,16.5817472262623
0.747880330309272,6.57012863588808
4.80780797312036,14.7185263979892
5.41653305757791,13.1727436866605
2.13871339103207,6.94388622303272
8.57466154266149,20.7344443523404
0.407858185935766,4.73959856120057
3.24974907096475,10.9759226712102
8.49914212943986,20.6523689049346
1.71762246405706,5.37967545291621
2.49056350905448,9.98909826282812
9.89635215140879,25.1550975386388
1.93049238529056,8.48565084262326
8.44009802443907,21.946945430313
2.00838919263333,7.85863983041329
2.97357182716951,10.8330468895184
5.16472716117278,14.2520947127777
1.89230895368382,6.13564521100787
4.2614486743696,11.4910377019288
8.98233011830598,20.1529058405187
4.33988003060222,14.1682499645957
