"x","y"
2.52207291545346,84.3579436623781
11.2169474945404,213.70874382076
11.8011663481593,203.180820206905
1.06320403050631,54.6396951359924
1.08450651168823,44.5091730760907
2.8648001421243,142.971684436126
8.89257702045143,242.665779281124
7.91189568000846,199.665995530372
6.13517370773479,190.600545974073
7.3519745352678,214.19304789456
8.32032075966708,185.934298039851
0.168278339551762,47.3108071357117
11.9798659533262,195.89659208573
14.5609003677964,177.035672280976
5.02422035671771,146.392408347914
0.535957594402134,85.2517594296499
11.7665180959739,203.662910461169
3.1260638369713,168.92922102574
2.51979667344131,137.565212941782
13.5867974278517,181.012446470683
12.6492987480015,194.674082284455
8.70936241233721,208.77268235027
3.47591779427603,135.371226617565
5.35385799128562,164.126951860202
6.122157338541,165.649943425009
8.96698204684071,191.444753465449
6.1869289947208,200.683130704809
4.62189264362678,165.968221840323
7.77245184173808,203.093999151446
5.43971334700473,202.036323748368
13.1017421989236,196.78942247397
12.9483352485113,180.562674314891
10.3485114010982,206.902951244139
3.7325737264473,143.449755202917
14.1329531092197,186.658925720074
12.2028078592848,179.159583728949
14.261729704449,164.41262954402
11.9273717317265,232.897527485527
9.93384698289447,195.312147042419
9.51694798422977,237.213649201355
2.07534584566019,72.4113000412398
10.2406607056037,214.036292309079
12.2138534544501,223.820501294399
10.3507797257043,234.702111779522
4.50995857827365,174.030378733559
8.04187127505429,212.421244200965
1.65393073693849,84.5012738829494
13.7244482338428,198.464219093326
2.74395197164267,113.138719785362
10.0912716484163,248.145094975564
